timestamp,lat,lon,accuracy
00,37.4867613,126.8542435,9.233
02,37.4867607,126.854275,8.569
06,37.4867611,126.8543133,8.589
09,37.4867609,126.8543578,8.945
12,37.4867704,126.8544088,8.923
15,37.486775,126.8544641,8.669
18,37.4867796,126.8545137,8.723
21,37.4867898,126.8545729,8.756
24,37.4868059,126.85463,8.789
26,37.48681,126.854675,8.754
29,37.4868136,126.8547257,8.339
32,37.4868153,126.8547647,7.95
35,37.486817,126.8548061,7.878
37,37.4868229,126.8548574,7.891
40,37.4868244,126.854893,8.049
43,37.4868191,126.8549141,7.828
46,37.4868175,126.8549482,7.613
48,37.486823,126.8549951,7.534
51,37.4868214,126.8550329,7.754
54,37.4868237,126.8550759,8.291
57,37.4868262,126.8551022,8.547
