timestamp,lat,lon,accuracy
01,37.4869438,126.895301,11.434
06,37.4869438,126.895301,11.434
09,37.486968,126.8953306,10.373
12,37.4869707,126.8953245,10.456
15,37.4869704,126.8953122,10.926
18,37.4869647,126.8953006,11.1
21,37.4869594,126.89529,11.128
24,37.4869495,126.8953001,13.715
27,37.4869447,126.8953136,14.908
30,37.4869331,126.8952997,15.401
33,37.4869178,126.8952863,14.889
36,37.486917,126.8952893,14.125
39,37.4869075,126.8952883,14.512
42,37.4869012,126.8952852,15.871
45,37.4869233,126.8952816,14.653
48,37.4869173,126.8952772,13.71
51,37.486911,126.8952725,14.091
54,37.4869148,126.89528,13.985
57,37.4869085,126.8952839,13.61
