timestamp,lat,lon,accuracy
02,37.4865547,126.8949603,5.333
05,37.4865651,126.8949723,4.313
08,37.486602,126.8949878,4.0
11,37.4866243,126.8949897,4.0
14,37.4866541,126.8949856,4.053
17,37.4866852,126.8949629,4.048
20,37.4867049,126.8949348,4.0
23,37.4867274,126.8949272,4.0
26,37.4867596,126.8949801,7.53
29,37.4867835,126.8950383,4.0
32,37.4867824,126.8950539,4.0
35,37.486786,126.8950601,4.002
38,37.4868005,126.8950771,4.0
41,37.4868072,126.8950847,4.0
44,37.4867787,126.8950542,4.0
47,37.4867939,126.8950607,5.076
53,37.4868031,126.8950652,6.578
57,37.4868124,126.8950773,10.601
