timestamp,lat,lon,accuracy
00,37.4870092,126.8535019,11.367
03,37.4870077,126.853498,11.292
06,37.486848,126.853238,13.81
09,37.4867861,126.8531345,16.034
12,37.4867644,126.8530971,16.034
15,37.4867508,126.853073,16.048
18,37.4867425,126.8530573,13.766
21,37.4867409,126.8530541,14.061
24,37.4867394,126.8530511,14.729
27,37.486739,126.8530501,14.339
30,37.4867388,126.8530495,15.49
33,37.4867386,126.8530491,13.794
36,37.4867385,126.853049,12.76
39,37.4867385,126.853049,13.806
42,37.4867385,126.8530489,14.949
45,37.4867385,126.8530489,16.116
48,37.4867385,126.8530489,14.167
51,37.4867385,126.8530489,14.167
54,37.4867385,126.8530489,15.517
57,37.4867385,126.8530489,13.517
