timestamp,lat,lon,accuracy
03,37.4869791,126.8535056,15.369
08,37.486988,126.8535003,15.065
13,37.4869949,126.8534952,14.544
18,37.4869808,126.853507,14.843
23,37.4869784,126.8534988,14.489
28,37.4869897,126.8534937,13.479
33,37.4870041,126.8535125,13.473
38,37.4869994,126.8535045,11.512
40,37.4869973,126.8535008,12.249
44,37.4869858,126.8535005,13.247
47,37.4869703,126.853501,13.328
49,37.4869574,126.8535041,14.073
52,37.4869404,126.85352,14.381
55,37.4869125,126.8535433,13.89
58,37.4868999,126.8535654,13.537
