timestamp,lat,lon,accuracy
00,37.4865781,126.8944749,9.183
03,37.4865929,126.894484,4.259
06,37.4866123,126.8944994,4.188
09,37.4866341,126.894518,4.212
12,37.486652,126.8945144,4.132
15,37.4866701,126.8944893,4.0
18,37.4866998,126.8944566,4.0
21,37.4867293,126.8944225,3.818
24,37.4867515,126.8943955,3.446
27,37.4867617,126.8943852,3.18
30,37.4867636,126.8943843,3.128
33,37.486765,126.8943845,3.363
36,37.4867685,126.8943869,3.916
39,37.4867658,126.8943875,4.0
42,37.4867377,126.8943696,4.0
45,37.4866931,126.8943528,3.75
48,37.4866503,126.8943212,3.412
51,37.4866086,126.8942905,3.719
54,37.4865741,126.8942629,4.0
57,37.4865468,126.8942451,4.0
