timestamp,lat,lon,accuracy
00,37.4795647,126.8542877,41.147
03,37.4795639,126.8542858,44.879
05,37.4795635,126.8542832,47.945
09,37.4795605,126.8542347,46.21
12,37.4795494,126.8541295,39.911
15,37.4795426,126.8540949,35.73
18,37.4795384,126.8540838,33.248
21,37.4795382,126.8540859,35.619
24,37.4795388,126.8540715,38.504
27,37.4795393,126.8540325,35.526
30,37.4795357,126.8540277,27.423
34,37.4795261,126.8540738,21.525
37,37.479521,126.8541167,19.846
40,37.4795182,126.8541363,20.3
43,37.4795237,126.8541426,18.963
47,37.4795265,126.8541597,17.479
50,37.4795298,126.8541726,17.031
53,37.4795312,126.854184,16.783
56,37.4795266,126.8541981,16.878
59,37.4795222,126.8542098,18.156
