timestamp,lat,lon,accuracy
00,37.4872662,126.8898465,4.013
03,37.4872688,126.8897976,4.004
06,37.4872616,126.8897375,4.0
09,37.4872372,126.8896846,4.0
12,37.4872146,126.8896414,4.0
15,37.4871997,126.8895987,4.06
18,37.4871913,126.8895743,3.692
21,37.4871951,126.8895409,3.25
24,37.4871992,126.8894984,3.847
27,37.4872135,126.889458,4.078
30,37.4872297,126.889419,4.0
33,37.4872489,126.8893855,5.731
36,37.4872716,126.8893504,6.163
39,37.4872983,126.8893153,5.907
42,37.4873214,126.8892866,5.907
45,37.4873439,126.8892515,4.144
48,37.4873469,126.8892192,4.153
51,37.4873611,126.8891608,4.08
54,37.4873821,126.8891116,4.048
57,37.4873957,126.8890687,4.052
