timestamp,lat,lon,accuracy
02,37.486949,126.8952927,14.444
07,37.4869636,126.8952642,15.673
11,37.4869565,126.8952619,15.724
17,37.4869565,126.8952619,15.724
22,37.4869653,126.8952983,16.719
25,37.4869511,126.8953551,14.175
28,37.4869583,126.8953695,12.824
32,37.4869581,126.8953769,13.253
35,37.4869588,126.8953698,14.16
38,37.4869606,126.8953498,15.435
41,37.4869591,126.8953355,15.248
44,37.4869805,126.895357,13.834
48,37.4869878,126.8953626,15.208
50,37.4869863,126.8953651,17.273
53,37.4870016,126.8953775,18.645
56,37.4870212,126.8953991,17.533
