timestamp,lat,lon,accuracy
00,37.4862843,126.8949854,24.701
03,37.4862322,126.8949859,18.055
06,37.4862406,126.8949983,16.616
09,37.4862706,126.8950037,16.836
12,37.4863143,126.895016,19.02
15,37.4863126,126.8950418,19.472
18,37.4863047,126.8950593,20.417
21,37.4862903,126.8950602,21.179
23,37.4863044,126.8950438,20.64
26,37.4863099,126.8950361,19.729
29,37.4863146,126.895016,17.53
32,37.486314,126.894985,16.695
35,37.4863058,126.8949794,16.449
38,37.486272,126.8949735,15.335
41,37.486253,126.8950039,14.814
44,37.4862198,126.8950222,14.898
47,37.4861801,126.8950294,14.24
50,37.4861536,126.8950329,13.309
53,37.4861348,126.8950363,12.742
56,37.486118,126.8950392,12.425
59,37.4861224,126.8950523,13.0
