timestamp,lat,lon,accuracy
01,37.4875684,126.8889417,8.12
04,37.4875571,126.8889948,8.147
07,37.4875406,126.8890514,8.188
10,37.4875355,126.8890937,8.085
13,37.4875176,126.8891586,8.228
16,37.4875134,126.8892083,8.36
19,37.487485,126.8892666,8.317
22,37.4874759,126.8893033,8.285
25,37.4874538,126.8893453,8.908
28,37.4874083,126.889393,8.701
30,37.4873747,126.8894314,8.681
33,37.4873385,126.8894663,8.545
36,37.4873127,126.8895151,8.335
39,37.4872955,126.8895608,8.311
42,37.4872837,126.8895996,8.111
45,37.4872847,126.8896432,7.957
48,37.4872917,126.8896884,8.2
51,37.4873018,126.8897281,8.361
54,37.4872987,126.8897945,8.229
57,37.4873013,126.8898261,7.991
