timestamp,lat,lon,accuracy
00,37.4869911,126.8534503,12.039
03,37.4869983,126.8534587,12.084
06,37.4870053,126.8534633,12.124
09,37.4870169,126.8534698,12.153
12,37.4870216,126.8534782,12.073
15,37.487029,126.8534848,12.029
18,37.4870377,126.8534874,12.028
21,37.4870394,126.8534946,12.39
24,37.4870425,126.8534991,12.705
27,37.4870396,126.8534986,12.802
30,37.4870476,126.853494,12.451
33,37.4870532,126.8534933,12.276
36,37.4870535,126.8534931,12.268
39,37.4870546,126.8534949,12.205
42,37.4870437,126.853489,12.219
45,37.4870384,126.8534859,12.255
48,37.4870405,126.853486,12.242
51,37.487037,126.853486,12.212
54,37.4870331,126.8534878,12.143
57,37.487033,126.8534874,12.063
