timestamp,lat,lon,accuracy
04,37.4869823,126.8535181,16.234
09,37.4869745,126.8535189,14.747
12,37.4869626,126.8535162,13.901
20,37.4869523,126.8535172,14.815
25,37.4869406,126.8535215,13.58
27,37.4869652,126.8535112,13.17
30,37.486953,126.8535198,14.163
34,37.4869401,126.85353,15.19
37,37.4869252,126.8535423,16.892
39,37.486938,126.8535358,15.246
42,37.4869526,126.8535199,13.499
46,37.4869593,126.8534962,12.607
49,37.4869445,126.8535134,12.522
52,37.4869195,126.8535201,11.974
55,37.4869094,126.8535173,12.067
57,37.4869229,126.853524,11.835
