timestamp,lat,lon,accuracy
01,37.4865738,126.8954248,16.442
04,37.4866115,126.8954069,15.763
07,37.4866401,126.8953921,15.319
10,37.4866503,126.8953793,15.862
13,37.486662,126.8953714,15.997
16,37.4866723,126.895366,15.756
19,37.4866735,126.8953626,15.777
22,37.4866321,126.8953802,15.665
25,37.4865883,126.8954006,15.163
28,37.4865608,126.8954132,15.419
31,37.4865432,126.8954239,15.709
34,37.4865552,126.8954227,15.393
37,37.4865656,126.8954187,15.029
40,37.4865608,126.8954232,14.986
43,37.4865771,126.895434,14.805
46,37.4865913,126.8954407,14.457
49,37.4866037,126.8954446,14.349
52,37.4866086,126.8954414,14.357
55,37.4866186,126.8954463,14.339
58,37.4866289,126.8954505,14.334
