timestamp,lat,lon,accuracy
00,37.487164,126.888344,27.181
02,37.4871686,126.8883527,28.254
07,37.4871786,126.8883591,31.341
09,37.4871876,126.8883609,33.084
12,37.4872877,126.8884282,31.454
15,37.4873899,126.8884838,28.56
17,37.4874429,126.888513,26.092
21,37.4874618,126.8885283,24.457
23,37.4875498,126.8885408,20.651
26,37.4876025,126.8885567,15.388
29,37.487643,126.8885666,13.354
32,37.4876661,126.8885692,12.378
35,37.4876683,126.8885842,11.777
38,37.487649,126.8886365,9.693
40,37.4876375,126.8886696,9.051
43,37.4876261,126.8887035,9.378
46,37.4876219,126.8887357,9.31
49,37.4876038,126.8887812,9.151
52,37.4875972,126.8888135,9.032
55,37.4875796,126.8888502,8.522
58,37.4875747,126.8888908,8.059
