timestamp,lat,lon,accuracy
00,37.4869236,126.8948368,8.222
03,37.4869076,126.8948652,8.628
06,37.486891,126.8949049,9.637
09,37.4868751,126.894948,9.963
11,37.486873,126.8949757,10.278
15,37.4868825,126.8950048,11.197
18,37.4869008,126.8950424,11.577
21,37.4869099,126.8950774,11.648
25,37.4869128,126.8951117,12.004
28,37.48689,126.8951511,12.548
31,37.4868665,126.8951815,13.299
35,37.4868436,126.8952045,13.521
38,37.4868335,126.895225,14.985
41,37.4868362,126.8952541,16.159
44,37.4868441,126.89528,15.694
48,37.4868539,126.8953112,13.868
51,37.4868595,126.8953266,12.986
54,37.4868651,126.8953422,13.015
