timestamp,lat,lon,accuracy
00,37.4863707,126.8557455,7.344
03,37.4863959,126.8557392,7.703
06,37.4864232,126.8557334,8.205
09,37.4864637,126.8557263,8.202
12,37.4864992,126.8557257,8.294
15,37.4865336,126.8557216,8.731
18,37.486567,126.8557199,8.834
21,37.4865991,126.8557031,8.65
24,37.4866467,126.8556936,8.567
26,37.4866896,126.8557042,8.733
30,37.4867427,126.8557044,9.084
33,37.4867821,126.8557009,8.846
36,37.4867988,126.8556777,8.651
39,37.4868157,126.8556266,8.592
42,37.4868332,126.8555731,8.247
45,37.4868512,126.8555489,8.364
47,37.4868666,126.8555125,8.646
50,37.4868789,126.8554646,8.652
53,37.4868894,126.8554139,8.579
56,37.486896,126.8553651,8.503
59,37.486899,126.8553353,8.377
