timestamp,lat,lon,accuracy
01,37.4865762,126.8913514,8.139
04,37.4865638,126.8913879,8.423
07,37.4865431,126.8914313,8.6
10,37.4865309,126.8914585,8.754
13,37.4865152,126.8914834,8.943
16,37.4864656,126.8915212,8.716
18,37.4864193,126.8915703,8.715
21,37.4863791,126.8916213,9.105
24,37.4863286,126.8916696,9.149
27,37.4862913,126.891715,8.905
30,37.4862419,126.8917523,9.022
33,37.4862048,126.8917776,8.72
36,37.4861721,126.8918068,8.132
38,37.4861431,126.8918309,7.797
41,37.4861153,126.8918567,7.689
44,37.4861007,126.8918858,7.829
47,37.4860842,126.8919212,8.001
50,37.4860735,126.891958,7.885
53,37.486059,126.8920109,7.834
56,37.4860502,126.8920663,7.894
58,37.48604,126.8921223,7.805
