timestamp,lat,lon,accuracy
01,37.4867899,126.8543559,8.476
04,37.4867856,126.854301,8.178
06,37.4867803,126.8542486,8.343
09,37.4867664,126.8541985,8.52
12,37.4867577,126.8541574,8.364
15,37.4867493,126.8541045,8.517
18,37.4867543,126.8540736,8.465
21,37.486766,126.8540338,8.242
24,37.4867663,126.8539975,8.181
26,37.4867588,126.8539548,8.252
29,37.4867477,126.8539092,8.296
32,37.4867399,126.8538574,8.419
35,37.4867313,126.8537984,8.56
38,37.4867281,126.8537411,8.76
41,37.4867338,126.8536869,8.534
44,37.4867443,126.8536443,8.133
47,37.486762,126.8536182,8.267
50,37.4867866,126.853604,8.294
53,37.4868304,126.8535898,8.537
56,37.4868676,126.8535788,8.657
59,37.4868889,126.8535634,8.432
