timestamp,lat,lon,accuracy
04,37.4862185,126.8950439,14.412
06,37.4862252,126.8950505,14.392
09,37.4862267,126.8950506,14.013
11,37.4862331,126.895055,13.84
14,37.4862327,126.8950585,13.122
17,37.4862279,126.8950579,13.695
20,37.4862369,126.8950527,14.284
23,37.4862482,126.8950524,13.802
26,37.4862421,126.8950496,14.428
28,37.4863146,126.8950656,17.005
32,37.4867453,126.8951673,17.031
34,37.4868527,126.8951959,15.597
37,37.4868738,126.8952029,13.64
40,37.4868755,126.8952028,13.637
43,37.4868834,126.8951714,14.464
46,37.4869039,126.8951447,14.719
48,37.4868871,126.895134,14.088
51,37.4868713,126.8951266,13.9
54,37.4868677,126.8951159,14.506
57,37.4868719,126.8950975,14.761
