timestamp,lat,lon,accuracy
00,37.4837154,126.8563692,12.666
03,37.4840376,126.8564775,9.6
06,37.4842009,126.8565508,9.6
09,37.4841803,126.856542,12.0
12,37.4841569,126.856535,12.0
15,37.4841266,126.8565354,16.104
18,37.4841037,126.8565374,19.737
20,37.4840865,126.8565378,15.215
24,37.4841062,126.8565377,12.014
27,37.4841103,126.8565486,10.495
30,37.484113,126.8565446,9.112
33,37.4841145,126.8565463,8.512
36,37.4841108,126.8565414,6.504
39,37.4841104,126.8565409,4.732
42,37.4841103,126.8565408,4.903
45,37.4841103,126.8565408,6.419
48,37.4841263,126.8565883,6.489
51,37.4841848,126.8566605,6.417
54,37.4842681,126.856723,6.292
57,37.4843807,126.8567229,5.884
