timestamp,lat,lon,accuracy
02,37.486887,126.8953671,6.289
05,37.4868853,126.8953786,4.865
08,37.4868823,126.8953822,4.0
11,37.4868798,126.8953846,4.0
14,37.4868783,126.8953857,4.0
17,37.4868768,126.8953868,4.0
20,37.4868765,126.8953873,4.033
23,37.4868763,126.8953875,4.033
26,37.4868759,126.8953879,4.048
29,37.4868738,126.8953879,4.06
32,37.4868715,126.8953881,4.051
35,37.4868686,126.8953883,4.068
38,37.4868654,126.8953882,4.079
41,37.4868628,126.8953885,4.114
44,37.4868607,126.8953886,4.133
47,37.4868586,126.8953884,4.0
50,37.4868555,126.8953877,4.083
53,37.4868533,126.8953871,4.111
56,37.486852,126.8953865,4.105
59,37.486851,126.8953861,4.132
