timestamp,lat,lon,accuracy
01,37.4868867,126.853537,8.504
04,37.4868888,126.8535042,8.442
07,37.4868949,126.8534848,8.208
10,37.4869152,126.8534833,8.025
13,37.4869336,126.8534808,8.327
16,37.4869367,126.8534692,8.613
19,37.4869435,126.8534605,8.749
22,37.4869442,126.8534577,9.065
25,37.4869441,126.8534516,9.179
27,37.4869517,126.8534284,9.715
30,37.4869583,126.8534203,9.768
33,37.4869613,126.8534214,9.224
38,37.486978,126.853436,9.534
41,37.4869939,126.8534413,10.89
44,37.487023,126.8534738,11.514
47,37.4870118,126.8534991,12.783
50,37.4870073,126.8535075,13.561
