timestamp,lat,lon,accuracy
01,37.4866215,126.8954183,15.726
04,37.4866246,126.895421,16.06
07,37.4866402,126.8954158,16.118
10,37.4866624,126.8954048,15.483
13,37.4866537,126.8954106,16.091
16,37.4866401,126.895418,17.03
19,37.4866608,126.8953947,15.956
22,37.4866611,126.8953853,15.155
25,37.4866528,126.8953811,15.167
28,37.4866459,126.8953772,15.155
31,37.4866312,126.8953794,15.139
34,37.486592,126.8953968,16.466
37,37.4865856,126.8954024,16.8
40,37.4866014,126.8954002,15.719
43,37.4866099,126.8953985,15.17
46,37.4866053,126.8954058,15.193
49,37.4866068,126.8954094,15.18
52,37.4866037,126.895414,15.16
55,37.4865713,126.8954275,16.404
58,37.4865708,126.8954261,16.795
