timestamp,lat,lon,accuracy
00,37.4869594,126.8534364,12.348
03,37.4869648,126.8534464,12.614
06,37.4869675,126.853452,12.713
09,37.4869597,126.8534388,12.501
12,37.4869569,126.8534324,12.174
15,37.4869529,126.8534332,12.202
18,37.486951,126.8534342,12.23
21,37.4869581,126.8534381,12.363
24,37.4869564,126.853432,12.385
27,37.4869555,126.853428,12.266
30,37.486954,126.8534262,12.312
33,37.4869532,126.8534256,12.336
36,37.4869544,126.8534271,12.24
39,37.4869538,126.8534286,12.144
42,37.4869519,126.8534309,12.084
45,37.4869568,126.8534354,12.188
48,37.486965,126.853447,12.485
51,37.4869695,126.8534524,12.711
54,37.48697,126.8534559,12.721
57,37.4869596,126.8534446,12.327
