timestamp,lat,lon,accuracy
00,37.4868294,126.8551488,8.375
03,37.4868246,126.8551826,8.417
06,37.4868188,126.8552231,8.567
09,37.4868137,126.8552648,8.524
12,37.4868095,126.8553181,8.664
15,37.486811,126.8553717,8.584
18,37.4868166,126.8554315,8.54
21,37.4868252,126.8554827,8.321
24,37.4868487,126.8555515,8.137
27,37.4868703,126.8555882,8.147
30,37.486902,126.8556236,8.334
33,37.4869221,126.855625,8.453
36,37.486948,126.8556238,8.605
39,37.4869749,126.8556451,9.431
42,37.4869961,126.8556903,10.254
45,37.4870089,126.8557511,10.3
48,37.4870079,126.8558057,10.034
51,37.4870061,126.8558524,9.108
54,37.4870095,126.8559121,9.045
57,37.4870077,126.8559594,9.57
