timestamp,lat,lon,accuracy
00,37.4869901,126.8534997,14.68
05,37.4869857,126.8535036,14.075
07,37.4869894,126.8535059,12.91
14,37.486993,126.8535157,13.906
17,37.4869811,126.8535153,12.812
20,37.4869734,126.8535139,12.528
25,37.4869762,126.8535174,12.614
29,37.4869722,126.8535183,13.382
34,37.4869633,126.8535107,13.045
36,37.4869557,126.8535133,12.732
39,37.4869507,126.8535127,12.869
42,37.486943,126.8534914,13.487
45,37.4869411,126.8534839,14.397
48,37.4869245,126.8534727,15.004
52,37.4869223,126.8534735,14.919
