timestamp,lat,lon,accuracy
02,37.4866705,126.8950906,18.611
05,37.4866445,126.8951074,20.118
08,37.4863597,126.8947912,15.004
11,37.4864904,126.8948732,13.403
14,37.4864456,126.8948602,13.173
17,37.4864163,126.8948448,7.4
20,37.4864047,126.8948412,6.4
23,37.4864005,126.894857,6.0
26,37.4863999,126.8948639,6.0
29,37.4863944,126.8948639,6.114
32,37.4863872,126.8948535,5.928
35,37.4863813,126.8948419,4.6
38,37.486356,126.8948279,9.381
41,37.4863149,126.8948271,9.381
44,37.4862873,126.8948408,4.0
47,37.486245,126.8948852,4.0
50,37.486204,126.8949245,4.413
53,37.4861868,126.8949569,4.954
56,37.4861726,126.8949773,4.954
59,37.4861685,126.8949811,4.848
