timestamp,lat,lon,accuracy
01,37.4868015,126.8952949,15.257
04,37.486813,126.8952895,13.455
07,37.4867985,126.8952774,15.292
10,37.4867822,126.8952742,16.605
13,37.4867811,126.8952758,16.194
16,37.4867965,126.895282,16.374
19,37.4868016,126.8952832,17.217
22,37.4868004,126.8952884,16.759
25,37.486787,126.8952982,16.354
28,37.4867664,126.8953047,16.743
31,37.4867641,126.8953105,16.803
34,37.4867724,126.8953129,15.73
37,37.4867616,126.8953175,16.15
40,37.4867458,126.8953294,16.85
43,37.4867605,126.8953338,16.002
46,37.4867608,126.8953446,15.156
49,37.4867513,126.8953596,15.009
52,37.4867313,126.8953809,14.798
55,37.4867115,126.8953966,14.884
58,37.486705,126.8954008,14.658
