timestamp,lat,lon,accuracy
02,37.4871142,126.8882432,20.3
05,37.48713,126.8882542,23.573
08,37.4871531,126.8882651,23.922
10,37.4871647,126.8882777,23.531
13,37.4871704,126.8882834,23.384
17,37.4871644,126.888287,21.527
20,37.487163,126.8882892,20.85
23,37.4871604,126.8882848,21.648
30,37.4871533,126.8882773,20.188
35,37.4871482,126.8882693,19.461
40,37.4871219,126.8882464,39.6
44,37.4871343,126.888249,36.399
47,37.4871639,126.8882732,26.72
50,37.4871657,126.8882877,21.164
53,37.4871598,126.8883123,23.015
57,37.4871558,126.88834,24.87
