timestamp,lat,lon,accuracy
01,37.4862054,126.8949842,11.914
12,37.4862098,126.8949949,12.663
17,37.4862017,126.8950033,12.959
22,37.4862044,126.8949974,12.226
26,37.4862374,126.8950352,12.469
32,37.4862606,126.8950564,13.497
35,37.4862755,126.8950624,13.792
38,37.4863146,126.8951292,14.676
41,37.4868239,126.8953733,9.233
44,37.4868515,126.8953152,6.0
47,37.4868486,126.8952667,6.0
50,37.4867511,126.8951489,6.0
53,37.4866396,126.8950283,6.0
56,37.4865907,126.8949679,6.0
59,37.4865697,126.8949383,6.0
