timestamp,lat,lon,accuracy
01,37.4869225,126.8534482,17.403
06,37.4869377,126.8534704,18.281
11,37.4869518,126.8534585,17.27
17,37.4869307,126.8534488,14.127
21,37.486924,126.8534292,18.814
27,37.4869357,126.8534815,18.971
32,37.4869214,126.853486,18.626
37,37.4869515,126.8534601,17.883
41,37.4869469,126.8534585,16.639
44,37.4869222,126.853473,14.327
47,37.4869262,126.8534748,13.084
49,37.4869307,126.8534638,14.034
52,37.4869329,126.8534654,14.896
57,37.4869376,126.8534743,16.009
