timestamp,lat,lon,accuracy
02,37.4807576,126.8547827,7.6
05,37.4805792,126.854708,7.333
08,37.4805494,126.854696,6.0
11,37.480564,126.8547012,6.0
14,37.480567,126.8547186,8.85
16,37.4805688,126.8547241,12.788
20,37.4805554,126.8547387,11.672
23,37.4805533,126.8547427,10.88
26,37.4805603,126.8547326,11.892
29,37.4805205,126.8547494,12.356
32,37.4805147,126.8547415,12.097
35,37.4804774,126.8547348,12.043
38,37.4804531,126.8547165,11.873
41,37.4804007,126.8546879,11.427
44,37.4803604,126.8546553,10.136
47,37.4803182,126.8546234,9.811
50,37.4802906,126.8545896,9.47
52,37.4802644,126.8545506,9.593
55,37.4802419,126.8545232,9.863
58,37.480211,126.8544938,9.769
