timestamp,lat,lon,accuracy
02,37.4869508,126.8905577,8.333
05,37.4869205,126.8906027,8.271
08,37.4868874,126.8906518,8.324
11,37.4868672,126.8906889,8.338
14,37.4868469,126.8907217,8.533
17,37.4868191,126.8907554,9.501
20,37.4867866,126.8907856,9.793
23,37.4867471,126.8908087,9.598
26,37.486701,126.8908348,9.008
29,37.4866594,126.8908767,8.579
32,37.4866333,126.8909083,8.491
35,37.486602,126.890938,8.594
37,37.4865798,126.8909652,8.429
40,37.4865588,126.8909984,8.503
43,37.486535,126.8910377,8.651
46,37.486524,126.8910842,8.36
49,37.4865315,126.8911395,7.783
52,37.4865455,126.8911993,7.879
55,37.4865561,126.8912561,7.93
58,37.4865714,126.8913079,7.628
