timestamp,lat,lon,accuracy
02,37.4868495,126.8953859,4.113
05,37.4868483,126.8953866,4.117
08,37.4868469,126.8953869,4.137
11,37.4868456,126.895387,4.139
14,37.4868446,126.8953874,4.15
17,37.4868429,126.8953887,4.15
20,37.4868416,126.8953887,4.138
23,37.486841,126.8953879,4.138
26,37.4868406,126.8953872,4.164
29,37.4868404,126.8953866,4.168
32,37.4868403,126.8953867,4.144
35,37.4868304,126.8953843,4.11
38,37.4868304,126.8953848,6.102
41,37.4868212,126.8953814,8.495
44,37.486805,126.8953695,8.847
46,37.4868013,126.8953557,9.299
49,37.4867924,126.8953462,9.514
52,37.4867832,126.8953435,10.23
55,37.4867835,126.8953405,13.107
59,37.4867757,126.8953341,14.91
