timestamp,lat,lon,accuracy
04,37.4870656,126.8881476,20.852
09,37.4870369,126.8881508,17.606
14,37.4870354,126.8881917,15.752
19,37.4870389,126.8882091,14.851
24,37.487047,126.8882127,13.644
29,37.4870501,126.8882105,20.0
33,37.4870387,126.8881927,18.97
37,37.4870357,126.8881711,15.635
40,37.4870508,126.8881823,14.363
43,37.4870659,126.8881935,13.505
46,37.4870732,126.8882019,13.602
49,37.4870782,126.888207,14.81
53,37.4870885,126.8882162,15.923
56,37.4870971,126.8882243,18.025
59,37.4871048,126.8882332,18.39
