timestamp,lat,lon,accuracy
00,37.4867705,126.8951725,15.166
05,37.486805,126.8951423,14.86
10,37.4867673,126.8951941,13.265
15,37.4867492,126.8951887,13.444
20,37.4867744,126.8951603,14.124
25,37.4867694,126.8951756,14.435
30,37.4867667,126.8951872,12.005
35,37.4867667,126.8951872,12.005
42,37.4867783,126.8951783,13.645
45,37.4868031,126.8951529,17.107
48,37.4868393,126.8951297,14.142
51,37.4868403,126.8951289,12.465
54,37.4868354,126.8951291,14.818
57,37.4865085,126.8950241,22.481
