timestamp,lat,lon,accuracy
00,37.4867385,126.8530489,12.745
03,37.4867385,126.8530489,14.885
06,37.4867385,126.8530489,14.218
09,37.4867385,126.8530489,12.037
12,37.4867385,126.8530489,12.603
15,37.4867385,126.8530489,13.189
18,37.4867385,126.8530489,12.618
21,37.4867385,126.8530489,14.072
24,37.4867385,126.8530489,14.091
27,37.4867385,126.8530489,12.649
30,37.4868724,126.8532764,12.049
33,37.4869172,126.8533561,12.054
36,37.4869378,126.8534013,12.042
39,37.4869451,126.8534163,12.074
42,37.4869497,126.8534231,12.146
45,37.4869519,126.8534243,12.238
48,37.4869528,126.8534243,12.311
51,37.4869525,126.8534252,12.251
54,37.486953,126.8534258,12.207
57,37.4869542,126.8534266,12.209
