timestamp,lat,lon,accuracy
02,37.4868233,126.8952791,17.136
05,37.486821,126.8952757,16.459
08,37.4868078,126.8952896,15.962
11,37.4868122,126.8953009,15.861
14,37.4868004,126.8953179,15.843
17,37.486775,126.8953367,16.126
20,37.4867584,126.895346,16.305
23,37.4867322,126.8953598,16.233
26,37.486719,126.8953645,16.098
29,37.4867007,126.8953731,15.984
32,37.4867084,126.8953712,16.035
35,37.4867168,126.8953641,16.066
38,37.4867128,126.8953652,15.999
41,37.4867278,126.8953564,16.031
44,37.4867334,126.8953681,16.084
47,37.4867253,126.8953776,16.024
50,37.486713,126.8953918,16.011
53,37.4866801,126.895429,16.191
56,37.4866773,126.8954508,16.037
59,37.4866563,126.8954836,15.838
