timestamp,lat,lon,accuracy
00,37.4869986,126.8534885,14.103
05,37.4870023,126.8534905,13.825
10,37.4870023,126.8534905,13.825
15,37.4870086,126.8535093,13.416
20,37.4870086,126.8535093,13.416
27,37.4870102,126.8534846,14.581
30,37.4870114,126.8534837,25.604
33,37.4870118,126.8534948,10.433
36,37.4868821,126.8533201,17.267
39,37.486806,126.8531859,22.626
42,37.4867683,126.8531119,17.287
45,37.4867566,126.853088,18.334
48,37.4867469,126.8530679,19.583
51,37.486743,126.8530596,16.847
54,37.486998,126.853463,13.074
57,37.4870285,126.8535237,11.194
