timestamp,lat,lon,accuracy
01,37.4868966,126.8953142,11.284
04,37.4868992,126.8953153,11.18
07,37.4868996,126.8953162,11.185
10,37.4868947,126.8953156,11.237
13,37.4868887,126.89531,11.334
16,37.4868887,126.895306,11.44
19,37.4868884,126.8953039,11.525
22,37.4868849,126.8953032,11.701
25,37.4868847,126.8953023,11.834
28,37.4868889,126.8953013,11.602
31,37.486889,126.8953005,11.509
34,37.4868874,126.8952995,11.664
37,37.486887,126.8952969,11.59
40,37.4868856,126.8952945,11.525
43,37.486872,126.8952814,11.754
46,37.4868704,126.8952705,12.015
49,37.48687,126.8952748,12.015
52,37.4868689,126.8952769,11.679
55,37.4868697,126.8952788,11.577
58,37.4868652,126.8952858,12.105
