timestamp,lat,lon,accuracy
00,37.4868719,126.8952651,10.518
03,37.4868699,126.8952681,10.602
06,37.4868086,126.8952524,15.506
09,37.4867402,126.8952311,17.762
12,37.4867277,126.8952226,14.382
15,37.4867539,126.8952239,12.209
18,37.4867712,126.8952267,11.123
21,37.4867803,126.8952304,10.378
24,37.486772,126.8952289,10.589
27,37.4867894,126.8952405,11.043
30,37.4868098,126.8952582,10.549
33,37.4868641,126.8952759,10.344
36,37.486903,126.8952902,11.036
39,37.486909,126.8952982,11.548
46,37.4869108,126.8952957,12.281
49,37.4869071,126.8952752,11.581
54,37.4868722,126.8952493,31.076
59,37.4869502,126.8952944,11.9
