timestamp,lat,lon,accuracy
02,37.4870244,126.853512,12.56
05,37.4870251,126.8535112,12.555
08,37.4870202,126.8535128,12.964
11,37.4870122,126.8535144,13.866
14,37.4870118,126.8535139,13.721
17,37.4870137,126.8535099,13.149
20,37.4870159,126.8535089,12.825
23,37.4870176,126.8535079,12.58
30,37.4870212,126.853505,12.573
35,37.487017,126.8535095,12.757
40,37.4870014,126.8535145,12.948
43,37.4869995,126.8535138,13.798
48,37.4870004,126.8535145,13.994
51,37.4870024,126.8535139,13.947
55,37.4870035,126.8535146,13.915
