timestamp,lat,lon,accuracy
02,37.4868987,126.8552969,8.418
04,37.486886,126.855245,8.292
07,37.48688,126.8552042,8.099
10,37.4868732,126.8551499,7.781
13,37.4868716,126.8551031,7.96
16,37.4868625,126.855042,8.171
19,37.4868557,126.8550068,8.161
22,37.4868455,126.8549695,8.337
25,37.4868409,126.854917,8.476
28,37.4868348,126.8548602,8.98
31,37.4868238,126.8548115,8.985
33,37.4868101,126.854773,8.74
37,37.4868038,126.854722,8.855
40,37.4868023,126.8546698,8.874
43,37.4868018,126.8546297,8.428
46,37.486798,126.8545807,8.289
49,37.4867893,126.8545262,8.836
52,37.4867889,126.8544781,9.046
55,37.4867899,126.8544434,8.811
58,37.4867946,126.8544073,8.554
