timestamp,lat,lon,accuracy
02,37.4861257,126.8950705,14.982
05,37.4861497,126.8951015,15.906
08,37.4861542,126.8951091,17.155
11,37.4861587,126.8951053,17.379
14,37.4861479,126.8951049,17.886
20,37.4861516,126.8950767,15.156
26,37.4861535,126.8950814,16.83
29,37.4861629,126.8950656,16.024
32,37.4861837,126.895051,14.251
36,37.4862077,126.8950523,13.628
39,37.4862183,126.8950634,12.892
43,37.4862064,126.8950547,12.481
46,37.4861987,126.8950506,12.262
54,37.4861998,126.8950465,13.664
57,37.4862002,126.8950463,14.009
