timestamp,lat,lon,accuracy
02,37.4867755,126.8953315,16.703
05,37.4867681,126.895327,18.065
08,37.4867479,126.8953245,21.056
11,37.4865972,126.8952613,21.033
14,37.4865063,126.8952186,16.949
17,37.4863989,126.8951388,12.11
21,37.4863426,126.8951019,10.019
24,37.4863296,126.895092,10.244
27,37.4863036,126.8950622,10.698
29,37.4862927,126.8950414,11.287
32,37.4862608,126.8950432,11.764
35,37.4862471,126.8950617,11.994
39,37.4862255,126.8950756,12.23
44,37.4862274,126.8950744,12.718
48,37.4862176,126.8950689,12.425
52,37.4862259,126.8950594,11.895
54,37.4862355,126.8950584,11.883
59,37.4862117,126.8950361,17.549
