timestamp,lat,lon,accuracy
02,37.4868787,126.8565211,6.0
05,37.4868383,126.856522,6.43
08,37.4867336,126.856562,7.501
11,37.4866788,126.8565761,8.929
14,37.486625,126.8565591,11.627
17,37.4865765,126.8565614,11.21
20,37.4865174,126.8565786,9.696
23,37.4864718,126.8565873,8.858
26,37.4864245,126.856596,8.361
29,37.4863778,126.8565985,8.04
32,37.4863493,126.8565973,7.819
35,37.4863339,126.8565959,7.481
38,37.4863301,126.8565999,7.225
41,37.486324,126.8566092,7.116
44,37.4863188,126.8566095,6.96
47,37.4863121,126.8566082,6.928
50,37.486304,126.856607,6.851
53,37.4862922,126.8565869,7.32
56,37.4862836,126.8565543,7.935
59,37.4862668,126.8565209,7.585
