timestamp,lat,lon,accuracy
01,37.4869335,126.8535214,11.798
04,37.4869322,126.8535282,12.025
07,37.486923,126.8535485,12.412
10,37.4869074,126.8535728,12.621
13,37.486865,126.8535875,11.94
15,37.4868392,126.8536026,11.318
19,37.4868099,126.8536302,11.018
22,37.4867877,126.8536697,11.035
25,37.4867782,126.8537183,11.19
28,37.4867759,126.8537525,11.122
31,37.486773,126.8537957,10.843
34,37.4867661,126.8538454,10.866
37,37.4867584,126.8538864,10.923
40,37.486759,126.8539298,10.734
43,37.4867642,126.8539681,9.808
46,37.4867696,126.853994,10.248
49,37.4867634,126.8540418,11.009
52,37.4867601,126.8541099,10.404
55,37.4867624,126.8541604,9.551
57,37.4867608,126.8542107,9.427
