timestamp,lat,lon,accuracy
00,37.48595,126.8937988,4.0
03,37.4859238,126.8937814,4.0
06,37.4858817,126.8937531,4.0
09,37.4858473,126.8937329,6.519
12,37.4858231,126.8937081,6.339
15,37.4857921,126.8936939,4.041
18,37.48576,126.8936875,4.041
21,37.4857231,126.8936778,4.0
24,37.4856876,126.8936618,4.0
27,37.4856586,126.8936367,4.0
30,37.4856377,126.8936059,4.056
33,37.4856049,126.8935686,4.056
36,37.4855771,126.8935484,4.0
39,37.4855628,126.8935323,5.835
42,37.4855468,126.8935091,5.704
45,37.4855554,126.8934813,6.349
48,37.4855746,126.8934432,4.0
51,37.4855913,126.8934015,4.0
54,37.4855992,126.89336,6.405
57,37.4855999,126.8932951,5.85
