timestamp,lat,lon,accuracy
01,37.4866643,126.8883095,24.425
04,37.4866663,126.8883049,26.542
06,37.4866686,126.8882987,25.769
09,37.4916846,126.8976936,24.939
12,37.4916841,126.8976962,24.489
15,37.4869879,126.8882801,31.671
18,37.4869877,126.888282,37.043
21,37.486968,126.8882229,31.492
24,37.4869448,126.8882091,24.66
27,37.4869059,126.8882118,23.516
30,37.4868748,126.8882205,23.26
33,37.4868548,126.8882309,24.802
35,37.4868943,126.8882123,25.239
38,37.4869036,126.8882075,24.303
41,37.4869605,126.8881904,23.67
44,37.4869627,126.8881839,24.534
47,37.4869589,126.8881797,27.553
50,37.4869127,126.8881357,27.614
53,37.4869018,126.8881251,26.694
56,37.4868886,126.8880985,27.194
59,37.486877,126.8880697,25.043
