timestamp,lat,lon,accuracy
02,37.4859309,126.8938397,8.32
05,37.4859473,126.893862,8.794
08,37.4859417,126.8938748,9.111
11,37.4859593,126.893896,9.558
14,37.4859844,126.8939154,9.892
16,37.4860213,126.8939243,10.327
19,37.4860651,126.8939305,10.924
22,37.4861102,126.893934,11.228
25,37.4861466,126.893936,10.761
28,37.486204,126.8939312,10.684
31,37.4862471,126.8939303,11.009
34,37.4862998,126.8939532,11.524
37,37.4863657,126.894007,11.369
40,37.4864289,126.8940814,10.7
43,37.4864712,126.894155,9.5
46,37.4865257,126.8942212,8.545
48,37.4865676,126.894266,8.494
52,37.4866092,126.8943079,8.7
55,37.4866413,126.8943475,8.944
58,37.4866475,126.8943752,8.579
