timestamp,lat,lon,accuracy
01,37.4801777,126.8544627,9.61
03,37.4801384,126.8544427,9.498
06,37.4800992,126.8544376,9.233
09,37.4800555,126.8544239,9.086
12,37.4800303,126.8544002,8.922
15,37.4799825,126.8543654,8.938
18,37.4799521,126.8543387,8.954
21,37.4799247,126.8543179,9.087
23,37.4798969,126.8542941,10.432
26,37.4798741,126.8542693,11.696
29,37.4798579,126.8542449,13.313
31,37.4798311,126.8542092,14.867
34,37.4798224,126.8541935,16.516
37,37.4798091,126.8541808,18.501
39,37.4797659,126.8541992,19.098
43,37.4796626,126.8542522,18.787
46,37.4795903,126.8542892,18.552
48,37.4795616,126.8542961,18.899
52,37.4794926,126.8543295,17.599
55,37.4794544,126.8543295,15.315
58,37.4794408,126.8543179,15.017
