timestamp,lat,lon,accuracy
01,37.4795289,126.8540573,27.25
04,37.4795203,126.8540541,30.075
07,37.4794781,126.8541391,27.768
09,37.47946,126.8541818,23.58
12,37.4794458,126.8542122,23.202
15,37.4794379,126.8542295,22.493
17,37.4794301,126.854245,22.252
22,37.4794255,126.8542632,22.86
29,37.4794383,126.8542622,22.144
34,37.4794387,126.8542594,22.934
39,37.4794519,126.8542381,19.485
44,37.4794799,126.8542029,20.0
49,37.4794807,126.8541974,20.0
54,37.479482,126.8541986,20.0
59,37.4794851,126.8541986,20.0
