timestamp,lat,lon,accuracy
00,37.4804211,126.8546344,6.755
03,37.4804106,126.8546716,6.478
06,37.480401,126.8546894,9.116
09,37.4803982,126.854704,9.508
12,37.4803949,126.8547053,9.164
15,37.4803881,126.8547101,9.054
18,37.4803733,126.854714,8.977
21,37.4803597,126.8547271,9.12
24,37.4803424,126.8547289,9.599
27,37.480326,126.8547316,10.135
30,37.4803301,126.8547507,9.918
33,37.4803568,126.8547755,9.908
36,37.4807996,126.854916,9.369
39,37.4811523,126.8550884,14.4
42,37.4816084,126.8552834,15.333
45,37.4818921,126.8554087,17.142
48,37.4822131,126.8555891,16.8
51,37.4825568,126.8557742,11.333
54,37.4829361,126.8559715,12.0
57,37.4833242,126.8561875,12.666
