timestamp,lat,lon,accuracy
02,37.4794359,126.8546013,26.314
05,37.4794416,126.8546192,28.566
07,37.4794493,126.8546358,30.847
10,37.4794567,126.8546521,32.8
13,37.4794688,126.8546687,35.312
16,37.4794776,126.8546834,36.951
18,37.4795307,126.8546867,35.504
21,37.4795898,126.8546839,29.914
24,37.4796489,126.8546533,26.272
28,37.4797113,126.854613,25.08
31,37.4797395,126.8546012,25.036
34,37.4797781,126.8545649,23.923
37,37.4798131,126.8545371,24.415
39,37.479831,126.8545305,25.336
43,37.4798776,126.8545517,26.048
46,37.4799346,126.8545887,23.889
49,37.4800265,126.8546642,19.433
52,37.4800745,126.8546982,18.321
55,37.4801486,126.8547244,16.959
58,37.4801938,126.8547383,14.943
