timestamp,lat,lon,accuracy
00,37.4868018,126.8953928,50.236
05,37.4866249,126.8955194,57.798
10,37.4862553,126.895708,65.376
13,37.486822,126.8953344,32.928
16,37.486832,126.8953251,16.905
20,37.4868091,126.8953138,16.959
25,37.4867849,126.8953171,16.193
30,37.4866841,126.8953422,42.55
36,37.4864984,126.8954157,50.07
40,37.4866955,126.8953878,41.519
43,37.486759,126.8953659,25.962
46,37.4867613,126.8953577,16.771
49,37.4867809,126.8953394,17.34
52,37.4868016,126.8953203,17.232
55,37.4867935,126.895313,16.671
58,37.4867803,126.8953025,16.449
