timestamp,lat,lon,accuracy
02,37.4866402,126.8954953,16.034
05,37.4866713,126.8954756,16.457
08,37.4867054,126.8954611,16.571
11,37.486729,126.8954417,16.691
15,37.4867713,126.8953937,17.17
18,37.4868715,126.8952982,15.068
21,37.486889,126.8952802,12.688
24,37.4868889,126.895279,12.688
27,37.4868805,126.8952883,14.56
30,37.4868775,126.8952924,16.44
35,37.4868602,126.8952829,17.429
40,37.4865708,126.895408,66.131
44,37.4868164,126.8952958,41.73
47,37.4868458,126.8952971,16.816
50,37.4868452,126.8953143,16.72
55,37.4868451,126.8953321,17.38
