timestamp,lat,lon,accuracy
00,37.4859664,126.8924451,7.74
03,37.4859451,126.8924295,8.003
06,37.485931,126.8924159,8.025
09,37.4859421,126.8923698,8.028
12,37.4859888,126.8923035,8.005
15,37.4860153,126.8922683,8.042
18,37.4860229,126.8922431,8.048
21,37.486021,126.8922066,8.076
24,37.4860404,126.892169,7.37
27,37.4860526,126.8921305,5.4
30,37.4860659,126.8920915,4.0
33,37.4860849,126.8920478,4.075
36,37.4861078,126.8920085,4.0
39,37.4861293,126.8919701,4.0
42,37.4861525,126.8919344,5.902
45,37.4861731,126.8919049,6.049
48,37.4861968,126.8918693,3.658
51,37.4862122,126.8918406,3.245
54,37.4862314,126.8918058,3.15
57,37.486252,126.8917715,3.247
