timestamp,lat,lon,accuracy
09,37.4869173,126.8534932,15.414
14,37.4869118,126.853497,17.077
19,37.4869162,126.8534629,18.221
22,37.4869198,126.8534017,21.26
25,37.486932,126.8534231,21.116
27,37.4869489,126.8534514,17.669
31,37.4869467,126.8534599,14.688
34,37.4869422,126.8534605,13.82
39,37.4869417,126.8534593,15.637
43,37.4869539,126.8534646,14.376
49,37.4869739,126.8534785,14.453
52,37.4869782,126.8534828,15.369
55,37.4869794,126.8534992,16.004
58,37.4869842,126.8535095,15.394
