timestamp,lat,lon,accuracy
00,37.4869643,126.8534545,12.59
03,37.4869669,126.8534554,12.725
06,37.4869699,126.8534567,12.71
09,37.4869787,126.8534697,12.892
12,37.4869798,126.8534804,13.017
15,37.4869777,126.8534799,12.891
18,37.4869724,126.8534713,12.707
21,37.4869717,126.8534658,12.488
24,37.4869737,126.8534667,12.505
27,37.48697,126.8534645,12.496
30,37.4869296,126.8534024,11.787
33,37.4869116,126.8533742,11.281
36,37.4869038,126.8533555,11.085
39,37.4869015,126.8533483,11.075
42,37.4869004,126.8533442,11.074
45,37.4869036,126.853347,11.079
48,37.4869126,126.8533553,11.086
51,37.486949,126.8534049,11.839
54,37.4869706,126.8534283,12.21
57,37.486984,126.8534434,12.106
