timestamp,lat,lon,accuracy
02,37.4839642,126.8563285,5.666
05,37.4837933,126.8562382,5.333
08,37.4837188,126.8561955,5.426
11,37.4836964,126.8561814,4.997
14,37.4836611,126.856161,6.668
17,37.4835219,126.8560818,8.001
20,37.4832956,126.8559429,10.021
23,37.483008,126.8557791,9.333
26,37.4826973,126.8556172,8.998
29,37.4823948,126.8554868,9.427
32,37.4821869,126.8554084,9.333
35,37.4821199,126.8553856,8.8
38,37.4821385,126.8553932,7.2
41,37.4821421,126.8553946,7.683
44,37.4821429,126.855395,9.512
47,37.4820561,126.8553649,12.209
50,37.4819598,126.8553333,12.323
53,37.481688,126.8551892,13.124
56,37.4813257,126.8550454,7.666
59,37.4810235,126.8549078,7.333
