timestamp,lat,lon,accuracy
00,37.4873015,126.8898486,7.947
03,37.4872902,126.8898715,8.069
06,37.4872633,126.8899008,8.092
09,37.4872408,126.8899244,8.356
12,37.4872125,126.8899591,8.571
15,37.4871839,126.8899932,8.303
18,37.4871499,126.8900314,7.957
21,37.4871249,126.8900619,8.117
24,37.4870738,126.8901136,8.371
27,37.4870527,126.8901392,8.328
30,37.487042,126.89016,8.07
33,37.4870439,126.8901895,7.758
36,37.4870589,126.8902221,7.75
39,37.4870766,126.8902731,8.048
42,37.4870827,126.890305,8.139
44,37.4870836,126.8903235,8.035
47,37.4870828,126.8903523,7.91
50,37.487071,126.8903816,7.926
53,37.4870476,126.8904159,8.232
56,37.4870151,126.8904636,8.366
59,37.4869843,126.8905118,8.466
