timestamp,lat,lon,accuracy
02,37.4874537,126.8561829,7.873
05,37.4874514,126.8561928,8.382
08,37.4874565,126.8562065,8.507
11,37.4874676,126.8562117,8.073
14,37.4874705,126.8562127,7.88
17,37.4874669,126.8562199,7.887
20,37.4874713,126.8562194,7.669
23,37.4874752,126.8562152,7.755
26,37.4874798,126.8562129,8.107
29,37.487479,126.8562081,8.251
32,37.4874744,126.8561908,8.458
35,37.4874755,126.8561969,8.954
38,37.4874763,126.8562034,8.914
41,37.4874417,126.8562108,8.414
44,37.4870417,126.8561885,7.461
47,37.4866568,126.8562507,6.0
50,37.4863176,126.8562564,6.333
53,37.4859562,126.8562577,7.6
56,37.485568,126.8563079,8.0
59,37.4851883,126.8563593,10.0
