timestamp,lat,lon,accuracy
03,37.4795146,126.8542333,20.121
06,37.4795072,126.85425,19.541
08,37.47949,126.8542873,17.865
12,37.4794779,126.8543212,18.471
15,37.4794716,126.8543433,20.809
18,37.4794748,126.8543595,22.789
21,37.4794753,126.8543768,24.256
24,37.4794619,126.8544086,22.47
27,37.4794528,126.8544356,17.155
30,37.4794465,126.8544609,17.43
34,37.479449,126.8544805,17.58
37,37.4794548,126.8544956,18.49
41,37.4794527,126.8545171,17.878
44,37.4794407,126.8545342,18.517
47,37.4794287,126.8545461,19.529
50,37.4794218,126.8545616,20.428
53,37.4794212,126.8545772,22.007
56,37.4794258,126.854582,23.008
59,37.4794312,126.8545878,24.476
